CLIENTI,ID_CLIENTE,TEMPO_PERMANENZA,TEMPO_ATTESA,NUM_CAMBI_CASSA,PRODOTTI_ACQUISTATI
714,1.720,1.569,1,58
715,1.673,1.620,1,36
716,1.530,1.388,1,96
717,1.603,1.495,1,55
718,2.142,1.964,2,37
719,1.662,1.507,0,21
720,2.085,1.994,1,67
721,1.678,1.646,0,59
722,1.836,1.693,1,70
723,1.525,1.335,0,34
724,1.803,1.750,0,82
725,1.360,1.266,0,16
726,1.777,1.649,0,92
727,1.633,1.496,0,40
728,1.408,1.369,0,7
729,1.949,1.904,0,52
730,2.010,1.935,1,51
731,1.624,1.456,0,33
732,2.094,1.994,0,37
733,1.765,1.639,1,58
734,1.459,1.352,0,89
735,1.123,1.071,0,1
736,1.637,1.508,0,25
737,1.529,1.497,1,60
738,1.133,1.027,0,2
739,1.917,1.717,1,97
740,1.422,1.319,0,25
741,1.498,1.385,0,6
742,1.609,1.486,0,21
743,1.887,1.798,0,38
744,1.928,1.748,0,7
745,0.135,-1.000,-1,0
746,1.817,1.792,1,32
747,1.271,1.108,1,52
748,2.181,1.997,1,100
749,1.507,1.352,0,1
750,1.127,0.961,0,32
751,1.478,1.437,1,97
752,0.989,0.915,1,72
753,1.934,1.754,1,77
754,1.356,1.204,0,81
755,1.725,1.713,0,87
756,1.817,1.671,1,52
757,2.048,1.921,1,65
758,1.419,1.337,0,58
759,1.095,1.068,0,37
760,1.301,1.247,3,32
761,1.401,1.334,1,81
END
END
